icd9_code,label_index,code_kind,name,short_name,type,description,orpha_code,orpha_name,icd10_map,mapping_method,is_rare_disease
569.41,140,diagnosis,Ulcer of anus and rectum,Rectal & anal ulcer,ICD-9-CM diagnosis,Ulcer of anus and rectum,none,none,K62.6,none,no
709.8,141,diagnosis,Other specified disorders of skin,Skin disorders NEC,ICD-9-CM diagnosis,Other specified disorders of skin,none,none,L94.2;L98.8,none,no
527.8,142,diagnosis,Other specified diseases of the salivary glands,Salivary gland dis NEC,ICD-9-CM diagnosis,Other specified diseases of the salivary glands,none,none,K11.8,none,no
336.0,143,diagnosis,Syringomyelia and syringobulbia,Syringomyelia,ICD-9-CM diagnosis,Syringomyelia and syringobulbia,none,none,G95.0,none,no
750.3,144,diagnosis,"Tracheoesophageal fistula, esophageal atresia and stenosis",Cong esoph fistula/atres,ICD-9-CM diagnosis,"Tracheoesophageal fistula, esophageal atresia and stenosis",none,none,Q39.0;Q39.1;Q39.2;Q39.3;Q39.4,none,no
751.5,145,diagnosis,Other anomalies of intestine,Intestinal anomaly NEC,ICD-9-CM diagnosis,Other anomalies of intestine,none,none,Q43.4;Q43.5;Q43.7;Q43.8,none,no
287.31,146,diagnosis,Immune thrombocytopenic purpura,Immune thrombocyt purpra,Disease,"A rare autoimmune coagulation disorder characterized by isolated thrombocytopenia (a platelet count <100,000/microL), in the absence of any underlying disorder that may be associated with thrombocytopenia.",ORPHA:3002,Immune thrombocytopenia,D69.3,name-exact,yes
442.81,147,diagnosis,Aneurysm of artery of neck,Aneurysm of neck,ICD-9-CM diagnosis,Aneurysm of artery of neck,none,none,I72.0,none,no
484.6,148,diagnosis,Pneumonia in aspergillosis,Pneum in aspergillosis,ICD-9-CM diagnosis,Pneumonia in aspergillosis,none,none,B44.0,none,no
238.76,149,diagnosis,Myelofibrosis with myeloid metaplasia,Myelofi w myelo metaplas,Disease,"A rare myeloproliferative neoplasm characterized by stem-cell derived clonal over proliferation of mature myeloid lineages, such as erythrocytes, leukocytes, and megakaryocytes, with variable degrees of megakaryocyte atypia, associated with reticulin and/or collagen bone marrow fibrosis, osteosclerosis, ineffective erythropoiesis, angiogenesis, extramedullary hematopoiesis, and abnormal cytokine expression.",ORPHA:824,Primary myelofibrosis,D47.1,name-exact,yes
283.0,150,diagnosis,Autoimmune hemolytic anemias,Autoimmun hemolytic anem,ICD-9-CM diagnosis,Autoimmune hemolytic anemias,none,none,D59.0;D59.1,none,no
427.0,151,diagnosis,Paroxysmal supraventricular tachycardia,Parox atrial tachycardia,ICD-9-CM diagnosis,Paroxysmal supraventricular tachycardia,none,none,I47.1,none,no
62.3,152,procedure,Unilateral orchiectomy,Unilateral orchiectomy,ICD-9-CM procedure,Unilateral orchiectomy,none,none,0VT90ZZ;0VT94ZZ;0VTB0ZZ;0VTB4ZZ,none,no
286.3,153,diagnosis,Congenital deficiency of other clotting factors,Cong def clot factor NEC,ICD-9-CM diagnosis,Congenital deficiency of other clotting factors,none,none,D68.2,none,no
401.0,154,diagnosis,Malignant essential hypertension,Malignant hypertension,ICD-9-CM diagnosis,Malignant essential hypertension,none,none,I10,none,no
287.1,155,diagnosis,Qualitative platelet defects,Thrombocytopathy,ICD-9-CM diagnosis,Qualitative platelet defects,none,none,D69.1,none,no
272.1,156,diagnosis,Pure hyperglyceridemia,Pure hyperglyceridemia,ICD-9-CM diagnosis,Pure hyperglyceridemia,none,none,E78.1,none,no
255.0,157,diagnosis,Cushing's syndrome,Cushing's syndrome,ICD-9-CM diagnosis,Cushing's syndrome,none,none,E24.0;E24.2;E24.3;E24.8;E24.9,none,no
748.0,158,diagnosis,Choanal atresia,Choanal atresia,Morphological anomaly,"Choanal atresia (CA) is a congenital anomaly of the posterior nasal airway characterized by the obstruction of one (unilateral) or both (bilateral) choanal aperture(s), with clinical manifestations ranging from acute respiratory distress to chronic nasal obstruction.",ORPHA:137914,Choanal atresia,Q30.0,name-exact,yes
753.17,159,diagnosis,Medullary sponge kidney,Medullary sponge kidney,Morphological anomaly,"A rare renal tract malformation characterized by dilated malformation of the medullary collecting ducts (typically bilateral), and associated with stone formation, renal colic, hematuria, urinary tract infection, nephrocalcinosis, calcium nephrolithiasis, pyelonephritis, hypercalciuria and hypocitraturia. The disease is associated with abnormal distal tubular functions.",ORPHA:1309,Medullary sponge kidney,Q61.5,name-exact,yes
747.41,160,diagnosis,Total anomalous pulmonary venous connection,Tot anom pulm ven connec,ICD-9-CM diagnosis,Total anomalous pulmonary venous connection,none,none,Q26.2,none,no
193,161,diagnosis,Malignant neoplasm of thyroid gland,Malign neopl thyroid,Group of rare disorders (Orphanet),"Malignant neoplasm of thyroid gland. Its ICD-10 equivalent (C73) is an umbrella under which Orphanet catalogues 6 narrower rare diseases, e.g. Anaplastic thyroid carcinoma; Differentiated thyroid carcinoma; Familial papillary or follicular thyroid carcinoma.",multiple,Anaplastic thyroid carcinoma; Differentiated thyroid carcinoma; Familial papillary or follicular thyroid carcinoma; Familial papillary thyroid carcinoma with renal papillary neoplasia; (+2 more),C73,icd10-ntbt-group,group
564.89,162,diagnosis,Other functional disorders of intestine,Funct dis intestine NEC,ICD-9-CM diagnosis,Other functional disorders of intestine,none,none,K59.8,none,no
530.0,163,diagnosis,Achalasia and cardiospasm,Achalasia & cardiospasm,ICD-9-CM diagnosis,Achalasia and cardiospasm,none,none,K22.0,none,no
701.0,164,diagnosis,Circumscribed scleroderma,Circumscribe scleroderma,ICD-9-CM diagnosis,Circumscribed scleroderma,none,none,L90.0;L94.0;L94.3,none,no
157.8,165,diagnosis,Malignant neoplasm of other specified sites of pancreas,Malig neo pancreas NEC,ICD-9-CM diagnosis,Malignant neoplasm of other specified sites of pancreas,none,none,C25.7;C25.8,none,no
746.85,166,diagnosis,Coronary artery anomaly,Coronary artery anomaly,ICD-9-CM diagnosis,Coronary artery anomaly,none,none,Q24.5,none,no
172.9,167,diagnosis,"Melanoma of skin, site unspecified",Malig melanoma skin NOS,ICD-9-CM diagnosis,"Melanoma of skin, site unspecified",none,none,C43.9;D03.9,none,no
437.3,168,diagnosis,"Cerebral aneurysm, nonruptured",Nonrupt cerebral aneurym,ICD-9-CM diagnosis,"Cerebral aneurysm, nonruptured",none,none,I67.1,none,no
161.8,169,diagnosis,Malignant neoplasm of other specified sites of larynx,Malignant neo larynx NEC,ICD-9-CM diagnosis,Malignant neoplasm of other specified sites of larynx,none,none,C32.8,none,no
451.83,170,diagnosis,Phlebitis and thrombophlebitis of deep veins of upper extremities,Phlbts deep vn up extrm,ICD-9-CM diagnosis,Phlebitis and thrombophlebitis of deep veins of upper extremities,none,none,I80.8,none,no
277.39,171,diagnosis,Other amyloidosis,Amyloidosis NEC,ICD-9-CM diagnosis,Other amyloidosis,none,none,E85.1;E85.3;E85.8,none,no
315.31,172,diagnosis,Expressive language disorder,Expressive language dis,ICD-9-CM diagnosis,Expressive language disorder,none,none,F80.1,none,no
742.4,173,diagnosis,Other specified congenital anomalies of brain,Brain anomaly NEC,ICD-9-CM diagnosis,Other specified congenital anomalies of brain,none,none,Q04.5;Q04.6;Q04.8,none,no
241.1,174,diagnosis,Nontoxic multinodular goiter,Nontox multinodul goiter,Disease,A rare thyroid disease characterized by familial occurrence of thyroid enlargement due to the development of multiple hyperplastic nodules with onset in childhood or adolescence. The condition is commonly associated with the development of other benign or malignant tumors.,ORPHA:276399,Familial multinodular goiter,E04.2,name-tail,yes
191.7,175,diagnosis,Malignant neoplasm of brain stem,Mal neo brain stem,ICD-9-CM diagnosis,Malignant neoplasm of brain stem,none,none,C71.7,none,no
501,176,diagnosis,Asbestosis,Asbestosis,ICD-9-CM diagnosis,Asbestosis,none,none,J61,none,no
754.89,177,diagnosis,Other specified nonteratogenic anomalies,Nonteratogenic anom NEC,ICD-9-CM diagnosis,Other specified nonteratogenic anomalies,none,none,Q67.8;Q68.1;Q74.3,none,no
701.1,178,diagnosis,"Keratoderma, acquired","Keratoderma, acquired",ICD-9-CM diagnosis,"Keratoderma, acquired",none,none,L11.0;L85.0;L85.1;L85.2;L87.0;L87.2,none,no
156.1,179,diagnosis,Malignant neoplasm of extrahepatic bile ducts,Mal neo extrahepat ducts,ICD-9-CM diagnosis,Malignant neoplasm of extrahepatic bile ducts,none,none,C24.0,none,no
357.0,180,diagnosis,Acute infective polyneuritis,Ac infect polyneuritis,ICD-9-CM diagnosis,Acute infective polyneuritis,none,none,G61.0,none,no
771.1,181,diagnosis,Congenital cytomegalovirus infection,Cong cytomegalovirus inf,ICD-9-CM diagnosis,Congenital cytomegalovirus infection,none,none,P35.1,none,no
280.8,182,diagnosis,Other specified iron deficiency anemias,Iron defic anemia NEC,ICD-9-CM diagnosis,Other specified iron deficiency anemias,none,none,D50.1;D50.8,none,no
285.8,183,diagnosis,Other specified anemias,Anemia NEC,ICD-9-CM diagnosis,Other specified anemias,none,none,D64.4;D64.89,none,no
333.6,184,diagnosis,Genetic torsion dystonia,Genetic torsion dystonia,Disease,"A rare movement disorder characterized by involuntary, repetitive, sustained muscle contractions or postures that typically begins in a single limb and, in most individuals, followed by progressive involvement of other limbs and the trunk, typically sparing the cranial and cervical region.",ORPHA:256,Early-onset generalized limb-onset dystonia,G24.1,name-tail,yes
184.0,185,diagnosis,Malignant neoplasm of vagina,Malign neopl vagina,Group of rare disorders (Orphanet),"Malignant neoplasm of vagina. Its ICD-10 equivalent (C52) is an umbrella under which Orphanet catalogues 3 narrower rare diseases, e.g. Malignant germ cell tumor of the vagina; Vaginal carcinoma; Vulvovaginal rhabdomyosarcoma.",multiple,Malignant germ cell tumor of the vagina; Vaginal carcinoma; Vulvovaginal rhabdomyosarcoma,C52,icd10-ntbt-group,group
446.7,186,diagnosis,Takayasu's disease,Takayasu's disease,ICD-9-CM diagnosis,Takayasu's disease,none,none,M31.4,none,no
286.2,187,diagnosis,Congenital factor XI deficiency,Cong factor xi disorder,ICD-9-CM diagnosis,Congenital factor XI deficiency,none,none,D68.1,none,no
156.2,188,diagnosis,Malignant neoplasm of ampulla of vater,Mal neo ampulla of vater,ICD-9-CM diagnosis,Malignant neoplasm of ampulla of vater,none,none,C24.1,none,no
277.4,189,diagnosis,Disorders of bilirubin excretion,Dis bilirubin excretion,ICD-9-CM diagnosis,Disorders of bilirubin excretion,none,none,E80.4;E80.5;E80.6;E80.7,none,no
288.4,190,diagnosis,Hemophagocytic syndromes,Hemophagocytic syndromes,ICD-9-CM diagnosis,Hemophagocytic syndromes,none,none,D76.1;D76.2;D76.3,none,no
322.9,191,diagnosis,"Meningitis, unspecified",Meningitis NOS,ICD-9-CM diagnosis,"Meningitis, unspecified",none,none,G03.9,none,no
153.8,192,diagnosis,Malignant neoplasm of other specified sites of large intestine,Malignant neo colon NEC,ICD-9-CM diagnosis,Malignant neoplasm of other specified sites of large intestine,none,none,C18.8,none,no
151.0,193,diagnosis,Malignant neoplasm of cardia,Mal neo stomach cardia,ICD-9-CM diagnosis,Malignant neoplasm of cardia,none,none,C16.0,none,no
748.61,194,diagnosis,Congenital bronchiectasis,Congen bronchiectasis,ICD-9-CM diagnosis,Congenital bronchiectasis,none,none,Q33.4,none,no
697.0,195,diagnosis,Lichen planus,Lichen planus,ICD-9-CM diagnosis,Lichen planus,none,none,L43.8;L66.1,none,no
368.8,196,diagnosis,Other specified visual disturbances,Visual disturbances NEC,ICD-9-CM diagnosis,Other specified visual disturbances,none,none,H53.8,none,no
281.0,197,diagnosis,Pernicious anemia,Pernicious anemia,Disease,Congenital intrinsic factor deficiency (IFD) is a rare disorder of vitamin B12 (cobalamin) absorption that is characterized by megaloblastic anemia and neurological abnormalities.,ORPHA:332,Congenital intrinsic factor deficiency,D51.0,name-exact,yes
353.0,198,diagnosis,Brachial plexus lesions,Brachial plexus lesions,ICD-9-CM diagnosis,Brachial plexus lesions,none,none,G54.0,none,no
773.2,199,diagnosis,Hemolytic disease of fetus or newborn due to other and unspecified isoimmunization,NB hemolyt dis-isoim NEC,ICD-9-CM diagnosis,Hemolytic disease of fetus or newborn due to other and unspecified isoimmunization,none,none,P55.8;P55.9,none,no
749.20,200,diagnosis,"Cleft palate with cleft lip, unspecified",Cleft palate & lip NOS,ICD-9-CM diagnosis,"Cleft palate with cleft lip, unspecified",none,none,Q37.9,none,no
482.84,201,diagnosis,Pneumonia due to Legionnaires' disease,Legionnaires' disease,ICD-9-CM diagnosis,Pneumonia due to Legionnaires' disease,none,none,A48.1,none,no
519.2,202,diagnosis,Mediastinitis,Mediastinitis,ICD-9-CM diagnosis,Mediastinitis,none,none,J98.5,none,no
753.3,203,diagnosis,Other specified anomalies of kidney,Kidney anomaly NEC,ICD-9-CM diagnosis,Other specified anomalies of kidney,none,none,Q63.0;Q63.1;Q63.2;Q63.3;Q63.8,none,no
253.0,204,diagnosis,Acromegaly and gigantism,Acromegaly and gigantism,ICD-9-CM diagnosis,Acromegaly and gigantism,none,none,E22.0,none,no
453.0,205,diagnosis,Budd-chiari syndrome,Budd-chiari syndrome,Disease,A rare vascular liver disease characterized by obstruction of hepatic venous outflow involving either the hepatic veins or the terminal segment of the inferior vena cava.,ORPHA:131,Budd-Chiari syndrome,I82.0,name-exact,yes
300.11,206,diagnosis,Conversion disorder,Conversion disorder,ICD-9-CM diagnosis,Conversion disorder,none,none,F44.4;F44.6,none,no
153.6,207,diagnosis,Malignant neoplasm of ascending colon,Malig neo ascend colon,ICD-9-CM diagnosis,Malignant neoplasm of ascending colon,none,none,C18.2,none,no
441.1,208,diagnosis,"Thoracic aneurysm, ruptured",Ruptur thoracic aneurysm,ICD-9-CM diagnosis,"Thoracic aneurysm, ruptured",none,none,I71.1,none,no
191.2,209,diagnosis,Malignant neoplasm of temporal lobe,Mal neo temporal lobe,ICD-9-CM diagnosis,Malignant neoplasm of temporal lobe,none,none,C71.2,none,no
705.83,210,diagnosis,Hidradenitis,Hidradenitis,ICD-9-CM diagnosis,Hidradenitis,none,none,L73.2,none,no
779.7,211,diagnosis,Periventricular leukomalacia,Perivent leukomalacia,ICD-9-CM diagnosis,Periventricular leukomalacia,none,none,P91.2,none,no
748.8,212,diagnosis,Other specified anomalies of respiratory system,Respiratory anomaly NEC,ICD-9-CM diagnosis,Other specified anomalies of respiratory system,none,none,Q34.0;Q34.1;Q34.8,none,no
743.59,213,diagnosis,Other congenital anomalies of posterior segment,Post segmnt anom NEC-eye,ICD-9-CM diagnosis,Other congenital anomalies of posterior segment,none,none,Q14.8,none,no
147.1,214,diagnosis,Malignant neoplasm of posterior wall of nasopharynx,Mal neo post nasopharynx,ICD-9-CM diagnosis,Malignant neoplasm of posterior wall of nasopharynx,none,none,C11.1,none,no
62.5,215,procedure,Orchiopexy,Orchiopexy,ICD-9-CM procedure,Orchiopexy,none,none,0VS90ZZ;0VS93ZZ;0VS94ZZ;0VSB0ZZ;0VSB3ZZ;0VSB4ZZ;0VSC0ZZ;0VSC3ZZ;0VSC4ZZ,none,no
227.3,216,diagnosis,Benign neoplasm of pituitary gland and craniopharyngeal duct,Benign neo pituitary,ICD-9-CM diagnosis,Benign neoplasm of pituitary gland and craniopharyngeal duct,none,none,D35.2;D35.3,none,no
